Citation,Frequency,Sample_Context_Type,Sample_Context_ID,Sample_Context_Label
orthodox_faith: De Fide Orthodoxa - Latin version used in medieval West,1,node,person_john_damascene_d749,John of Damascus (John Damascene)
Council of Carthage (418). Canon 2 (Denzinger-Hünermann 223).,1,node,council_carthage_418,Council of Carthage (418 CE)
Council of Carthage (418). Canon 5 (Denzinger-Hünermann 226).,1,node,council_carthage_418,Council of Carthage (418 CE)
"canons: Canons available at New Advent Church Fathers, earlychurchtexts.com",1,node,council_carthage_418,Council of Carthage (418 CE)
Second Council of Orange (529). Canon 25 (Denzinger-Hünermann 397).,1,node,council_orange_529,Second Council of Orange (529 CE)
Second Council of Orange (529). Canon 3 (Denzinger-Hünermann 372).,1,node,council_orange_529,Second Council of Orange (529 CE)
"canons: Canons of Orange available at crivoice.org, monergism.com",1,node,council_orange_529,Second Council of Orange (529 CE)
"Augustine, De libero arbitrio III.18",1,node,work_de_libero_arbitrio,De Libero Arbitrio Voluntatis (On Free Choice of the Will)
"Augustine, Confessiones XIII.32",1,node,work_confessions,Confessiones (Confessions)
"Augustine, De diversis quaestionibus ad Simplicianum I.2",1,node,work_ad_simplicianum,Ad Simplicianum (To Simplician)
"Prosper of Aquitaine, Epistola ad Augustinum 225",1,node,work_call_all_nations,De Vocatione Omnium Gentium (The Call of All Nations)
Maximus the Confessor,1,node,person_john_scotus_eriugena_a1b2c3d4,John Scotus Eriugena
Gregory of Nyssa,1,node,person_john_scotus_eriugena_a1b2c3d4,John Scotus Eriugena
Periphyseon (De Divisione Naturae),1,node,person_john_scotus_eriugena_a1b2c3d4,John Scotus Eriugena
De Praedestinatione,1,node,person_john_scotus_eriugena_a1b2c3d4,John Scotus Eriugena
Commentaries on Pseudo-Dionysius,1,node,person_john_scotus_eriugena_a1b2c3d4,John Scotus Eriugena
Augustine (balanced reading),1,node,person_hincmar_of_reims_i9j0k1l2,Hincmar of Reims
Prosper of Aquitaine,1,node,person_hincmar_of_reims_i9j0k1l2,Hincmar of Reims
De Praedestinatione Dei et Libero Arbitrio,1,node,person_hincmar_of_reims_i9j0k1l2,Hincmar of Reims
Epistolae,1,node,person_hincmar_of_reims_i9j0k1l2,Hincmar of Reims
Hadith,1,node,person_al_ashari_m3n4o5p6,Al-Ash'ari (Abū al-Ḥasan al-Ashʿarī)
Al-Ibanah 'an Usul al-Diyanah (Elucidation of the Foundations of Religion),1,node,person_al_ashari_m3n4o5p6,Al-Ash'ari (Abū al-Ḥasan al-Ashʿarī)
Maqalat al-Islamiyyin (Theological Opinions of the Muslims),1,node,person_al_ashari_m3n4o5p6,Al-Ash'ari (Abū al-Ḥasan al-Ashʿarī)
Al-Luma' fi al-Radd 'ala Ahl al-Zaygh wa al-Bida',1,node,person_al_ashari_m3n4o5p6,Al-Ash'ari (Abū al-Ḥasan al-Ashʿarī)
"Abd al-Jabbār, al-Qāḍī. Al-Mughnī fī abwāb al-tawḥīd wa-l-ʿadl, vol. 8. Cairo: al-Maṭbaʿa al-ʿĀmiriyya, 1960.",1,node,school_mutazilites_q7r8s9t0,Mu'tazilites
"al-Qāḍī Abd al-Jabbār. Sharḥ al-uṣūl al-khamsa. Cairo: Maktabat Wahba, 1965.",1,node,school_mutazilites_q7r8s9t0,Mu'tazilites
Al-Ash'ari,1,node,person_al_ghazali_u1v2w3x4,Al-Ghazali (Abū Ḥāmid Muḥammad ibn Muḥammad al-Ghazālī)
Aristotle (to critique),1,node,person_al_ghazali_u1v2w3x4,Al-Ghazali (Abū Ḥāmid Muḥammad ibn Muḥammad al-Ghazālī)
Tahafut al-Falasifa (The Incoherence of the Philosophers),1,node,person_al_ghazali_u1v2w3x4,Al-Ghazali (Abū Ḥāmid Muḥammad ibn Muḥammad al-Ghazālī)
Ihya 'Ulum al-Din (Revival of the Religious Sciences),1,node,person_al_ghazali_u1v2w3x4,Al-Ghazali (Abū Ḥāmid Muḥammad ibn Muḥammad al-Ghazālī)
Al-Munqidh min al-Dalal (Deliverance from Error),1,node,person_al_ghazali_u1v2w3x4,Al-Ghazali (Abū Ḥāmid Muḥammad ibn Muḥammad al-Ghazālī)
Al-Iqtisad fi al-I'tiqad (Moderation in Belief),1,node,person_al_ghazali_u1v2w3x4,Al-Ghazali (Abū Ḥāmid Muḥammad ibn Muḥammad al-Ghazālī)
Plotinus (via pseudo-Theology of Aristotle),1,node,person_avicenna_y5z6a7b8,Avicenna (Ibn Sīnā)
The Healing (Al-Shifa),1,node,person_avicenna_y5z6a7b8,Avicenna (Ibn Sīnā)
The Salvation (Al-Najat),1,node,person_avicenna_y5z6a7b8,Avicenna (Ibn Sīnā)
The Pointers and Reminders (Al-Isharat wa al-Tanbihat),1,node,person_avicenna_y5z6a7b8,Avicenna (Ibn Sīnā)
Book of the Soul (Kitab al-Nafs),1,node,person_avicenna_y5z6a7b8,Avicenna (Ibn Sīnā)
Aristotle (comprehensive commentaries),1,node,person_averroes_c9d0e1f2,Averroes (Ibn Rushd)
Alexander of Aphrodisias,1,node,person_averroes_c9d0e1f2,Averroes (Ibn Rushd)
Themistius,1,node,person_averroes_c9d0e1f2,Averroes (Ibn Rushd)
Tahafut al-Tahafut (The Incoherence of the Incoherence),1,node,person_averroes_c9d0e1f2,Averroes (Ibn Rushd)
Long Commentary on Aristotle's Metaphysics,1,node,person_averroes_c9d0e1f2,Averroes (Ibn Rushd)
Long Commentary on De Anima,1,node,person_averroes_c9d0e1f2,Averroes (Ibn Rushd)
Middle Commentary on Nicomachean Ethics,1,node,person_averroes_c9d0e1f2,Averroes (Ibn Rushd)
Decisive Treatise (Fasl al-Maqal),1,node,person_averroes_c9d0e1f2,Averroes (Ibn Rushd)
Mu'tazilite Kalam,1,node,person_saadia_gaon_g3h4i5j6,Saadia Gaon (Saʿadya ben Yōsēf)
The Book of Beliefs and Opinions (Kitab al-Amanat wal-I'tiqadat / Emunot ve-Deot),1,node,person_saadia_gaon_g3h4i5j6,Saadia Gaon (Saʿadya ben Yōsēf)
Guide for the Perplexed (Moreh Nevukhim / Dalalat al-Ha'irin),1,node,person_maimonides_k7l8m9n0,"Moses Maimonides (Mōšeh bēn Maymōn, Rambam)"
Mishneh Torah (especially Hilkhot Teshuvah - Laws of Repentance),1,node,person_maimonides_k7l8m9n0,"Moses Maimonides (Mōšeh bēn Maymōn, Rambam)"
Eight Chapters (Shemonah Peraqim),1,node,person_maimonides_k7l8m9n0,"Moses Maimonides (Mōšeh bēn Maymōn, Rambam)"
Epistle on Astrology,1,node,person_maimonides_k7l8m9n0,"Moses Maimonides (Mōšeh bēn Maymōn, Rambam)"
Averroes,1,node,person_gersonides_o1p2q3r4,"Gersonides (Levi ben Gershon, Ralbag)"
Maimonides (critically engaged),1,node,person_gersonides_o1p2q3r4,"Gersonides (Levi ben Gershon, Ralbag)"
Wars of the Lord (Milhamot ha-Shem / Sefer Milhamot Adonai),1,node,person_gersonides_o1p2q3r4,"Gersonides (Levi ben Gershon, Ralbag)"
Commentaries on Averroes,1,node,person_gersonides_o1p2q3r4,"Gersonides (Levi ben Gershon, Ralbag)"
Maimonides (to critique),1,node,person_hasdai_crescas_s5t6u7v8,Hasdai Crescas
Or Adonai (Light of the Lord),1,node,person_hasdai_crescas_s5t6u7v8,Hasdai Crescas
Refutation of Christian Principles,1,node,person_hasdai_crescas_s5t6u7v8,Hasdai Crescas
Boethius,1,node,person_peter_abelard_w9x0y1z2,Peter Abelard
Aristotle (logic),1,node,person_peter_abelard_w9x0y1z2,Peter Abelard
Theologia Christiana,1,node,person_peter_abelard_w9x0y1z2,Peter Abelard
Ethica (Scito te Ipsum - Know Thyself),1,node,person_peter_abelard_w9x0y1z2,Peter Abelard
Dialectica,1,node,person_peter_abelard_w9x0y1z2,Peter Abelard
Sic et Non,1,node,person_peter_abelard_w9x0y1z2,Peter Abelard
Early scholastics,1,node,person_peter_lombard_a3b4c5d6,Peter Lombard
Sentences (Libri Quattuor Sententiarum),1,node,person_peter_lombard_a3b4c5d6,Peter Lombard
Commentaries on Psalms and Pauline Epistles,1,node,person_peter_lombard_a3b4c5d6,Peter Lombard
Commentary on the Sentences,1,node,person_bonaventure_e7f8g9h0,Bonaventure (Giovanni di Fidanza)
Breviloquium,1,node,person_bonaventure_e7f8g9h0,Bonaventure (Giovanni di Fidanza)
Itinerarium Mentis in Deum (The Soul's Journey into God),1,node,person_bonaventure_e7f8g9h0,Bonaventure (Giovanni di Fidanza)
Disputed Questions on the Knowledge of Christ,1,node,person_bonaventure_e7f8g9h0,Bonaventure (Giovanni di Fidanza)
Augustine (especially anti-Pelagian works),1,node,person_gregory_of_rimini_i1j2k3l4,Gregory of Rimini
Lectures on the Sentences (Lectura super Primum et Secundum Sententiarum),1,node,person_gregory_of_rimini_i1j2k3l4,Gregory of Rimini
Various theological questions,1,node,person_gregory_of_rimini_i1j2k3l4,Gregory of Rimini
Augustine (exhaustive use),1,node,person_thomas_bradwardine_m5n6o7p8,Thomas Bradwardine
De Causa Dei contra Pelagium (On God's Cause Against Pelagius),1,node,person_thomas_bradwardine_m5n6o7p8,Thomas Bradwardine
De Proportionibus (on mathematics),1,node,person_thomas_bradwardine_m5n6o7p8,Thomas Bradwardine
De Continuo (on continuity),1,node,person_thomas_bradwardine_m5n6o7p8,Thomas Bradwardine
Grosseteste,1,node,person_john_wyclif_q9r0s1t2,John Wyclif
Bradwardine,1,node,person_john_wyclif_q9r0s1t2,John Wyclif
De Dominio Divino,1,node,person_john_wyclif_q9r0s1t2,John Wyclif
De Veritate Sacrae Scripturae,1,node,person_john_wyclif_q9r0s1t2,John Wyclif
Summa de Ente,1,node,person_john_wyclif_q9r0s1t2,John Wyclif
Trialogus,1,node,person_john_wyclif_q9r0s1t2,John Wyclif
"Lombard, Peter. Sententiae in IV Libris Distinctae. Paris: ca. 1155.",1,node,work_sentences_peter_lombard_q1r2s3t4,Sentences (Libri Quattuor Sententiarum)
"Peter Lombard, Sentences II d.25",1,node,work_sentences_peter_lombard_q1r2s3t4,Sentences (Libri Quattuor Sententiarum)
"Lombard, Peter. The Sentences, Book II. Translated by Giulio Silano. Toronto: Pontifical Institute of Mediaeval Studies, 2008.",1,node,work_sentences_peter_lombard_q1r2s3t4,Sentences (Libri Quattuor Sententiarum)
"Maimonides, Moses. Dalālat al-Ḥāʾirīn (Guide for the Perplexed). Cairo: 12th century.",1,node,work_guide_for_perplexed_maimonides_u5v6w7x8,Guide for the Perplexed (Moreh Nevukhim / Dalalat al-Ha'irin)
"Maimonides, Guide III.17",1,node,work_guide_for_perplexed_maimonides_u5v6w7x8,Guide for the Perplexed (Moreh Nevukhim / Dalalat al-Ha'irin)
"Maimonides, Moses. The Guide of the Perplexed. Translated by Shlomo Pines. Chicago: University of Chicago Press, 1963.",1,node,work_guide_for_perplexed_maimonides_u5v6w7x8,Guide for the Perplexed (Moreh Nevukhim / Dalalat al-Ha'irin)
"al-Ghazālī, Abū Ḥāmid. Tahāfut al-Falāsifa (The Incoherence of the Philosophers). Damascus: 1095.",1,node,work_tahafut_al_falasifa_al_ghazali_y9z0a1b2,The Incoherence of the Philosophers (Tahafut al-Falasifa)
"al-Ghazālī, Tahāfut al-Falāsifa, Discussion 17",1,node,work_tahafut_al_falasifa_al_ghazali_y9z0a1b2,The Incoherence of the Philosophers (Tahafut al-Falasifa)
"al-Ghazālī, Abū Ḥāmid. The Incoherence of the Philosophers. Translated by Michael E. Marmura. Provo, UT: Brigham Young University Press, 1997.",1,node,work_tahafut_al_falasifa_al_ghazali_y9z0a1b2,The Incoherence of the Philosophers (Tahafut al-Falasifa)
Averroes (Ibn Rushd). Tahāfut al-Tahāfut (The Incoherence of the Incoherence). Córdoba: c. 1180.,1,node,work_tahafut_al_tahafut_averroes_c3d4e5f6,The Incoherence of the Incoherence (Tahafut al-Tahafut)
"Ibn Rushd, Tahāfut al-Tahāfut, Discussion 17",1,node,work_tahafut_al_tahafut_averroes_c3d4e5f6,The Incoherence of the Incoherence (Tahafut al-Tahafut)
"Averroes. The Incoherence of the Incoherence. Translated by Simon van den Bergh. Oxford: Oxford University Press, 1954.",1,node,work_tahafut_al_tahafut_averroes_c3d4e5f6,The Incoherence of the Incoherence (Tahafut al-Tahafut)
"Bradwardine, Thomas. De Causa Dei contra Pelagium. London: 1344.",1,node,work_de_causa_dei_bradwardine_g7h8i9j0,De Causa Dei contra Pelagium (On God's Cause Against Pelagius)
"Bradwardine, De causa Dei I.38",1,node,work_de_causa_dei_bradwardine_g7h8i9j0,De Causa Dei contra Pelagium (On God's Cause Against Pelagius)
"Bradwardine, Thomas. De Causa Dei. Edited by Henry Savile. London: 1618.",1,node,work_de_causa_dei_bradwardine_g7h8i9j0,De Causa Dei contra Pelagium (On God's Cause Against Pelagius)
"Aquinas, Summa Contra Gentiles III.92",1,node,argument_boethian_solution_divine_eternity_k1l2m3n4,Boethian Solution: Divine Timeless Eternity
"Gersonides, Wars of the Lord III.6",1,node,argument_gersonides_limited_omniscience_s9t0u1v2,Gersonides' Argument: Limited Divine Omniscience
"De Servo Arbitrio (On the Bondage of the Will, 1525)",1,node,person_martin_luther_8f2a3b91,Martin Luther
95 Theses (1517),1,node,person_martin_luther_8f2a3b91,Martin Luther
The Freedom of a Christian (1520),1,node,person_martin_luther_8f2a3b91,Martin Luther
"De Libero Arbitrio (On Free Will, 1524)",1,node,person_erasmus_of_rotterdam_9g3b4c02,Erasmus of Rotterdam
Hyperaspistes (1526-27),1,node,person_erasmus_of_rotterdam_9g3b4c02,Erasmus of Rotterdam
"Institutes of the Christian Religion (1536, final ed. 1559)",1,node,person_john_calvin_0h4c5d13,John Calvin
Commentaries on Scripture,1,node,person_john_calvin_0h4c5d13,John Calvin
Treatise on Predestination (1552),1,node,person_john_calvin_0h4c5d13,John Calvin
Declaration of Sentiments (1608),1,node,person_jacobus_arminius_1i5d6e24,Jacobus Arminius
Disputations,1,node,person_jacobus_arminius_1i5d6e24,Jacobus Arminius
Disputationes theologicae de gratia et libero arbitrio (1609),1,node,person_franciscus_gomarus_2j6e7f35,Franciscus Gomarus
Responsiones ad examina Remonstrantium (1615),1,node,person_franciscus_gomarus_2j6e7f35,Franciscus Gomarus
Treatises on predestination and grace,1,node,person_domingo_banez_4l8g9h57,Domingo Báñez
"Augustinus (1640, posthumous)",1,node,person_cornelius_jansen_5m9h0i68,Cornelius Jansen (Jansenius)
Tetrateuchus (biblical commentary),1,node,person_cornelius_jansen_5m9h0i68,Cornelius Jansen (Jansenius)
"Lettres provinciales (Provincial Letters, 1656-57)",1,node,person_blaise_pascal_6n0i1j79,Blaise Pascal
"Pensées (posthumous, 1670)",1,node,person_blaise_pascal_6n0i1j79,Blaise Pascal
On True and False Ideas (1683),1,node,person_antoine_arnauld_7o1j2k80,Antoine Arnauld
"Port-Royal Logic (with Nicole, 1662)",1,node,person_antoine_arnauld_7o1j2k80,Antoine Arnauld
De la fréquente communion (1643),1,node,person_antoine_arnauld_7o1j2k80,Antoine Arnauld
Meditations on First Philosophy (1641),1,node,person_rene_descartes_1aa22692_expanded,René Descartes (expanded)
Principles of Philosophy (1644),1,node,person_rene_descartes_1aa22692_expanded,René Descartes (expanded)
Passions of the Soul (1649),1,node,person_rene_descartes_1aa22692_expanded,René Descartes (expanded)
Correspondence (especially with Princess Elisabeth),1,node,person_rene_descartes_1aa22692_expanded,René Descartes (expanded)
Stoics,1,node,person_baruch_spinoza_8p2k3l91,Baruch Spinoza
Marcus Aurelius,1,node,person_baruch_spinoza_8p2k3l91,Baruch Spinoza
"Ethics (1677, posthumous)",1,node,person_baruch_spinoza_8p2k3l91,Baruch Spinoza
Theological-Political Treatise (1670),1,node,person_baruch_spinoza_8p2k3l91,Baruch Spinoza
Political Treatise (unfinished),1,node,person_baruch_spinoza_8p2k3l91,Baruch Spinoza
The Search After Truth (1674-75),1,node,person_nicolas_malebranche_9q3l4m02,Nicolas Malebranche
Treatise on Nature and Grace (1680),1,node,person_nicolas_malebranche_9q3l4m02,Nicolas Malebranche
Dialogues on Metaphysics (1688),1,node,person_nicolas_malebranche_9q3l4m02,Nicolas Malebranche
"Gottfried Wilhelm Leibniz, Essais de Théodicée, Discours préliminaire §52-56",1,node,person_gottfried_leibniz_0r4m5n13,Gottfried Wilhelm Leibniz
"Gottfried Wilhelm Leibniz, Discours de métaphysique §30",1,node,person_gottfried_leibniz_0r4m5n13,Gottfried Wilhelm Leibniz
Theodicy (1710),1,node,person_gottfried_leibniz_0r4m5n13,Gottfried Wilhelm Leibniz
Discourse on Metaphysics (1686),1,node,person_gottfried_leibniz_0r4m5n13,Gottfried Wilhelm Leibniz
Monadology (1714),1,node,person_gottfried_leibniz_0r4m5n13,Gottfried Wilhelm Leibniz
"New Essays on Human Understanding (1704, pub. 1765)",1,node,person_gottfried_leibniz_0r4m5n13,Gottfried Wilhelm Leibniz
"Rational Thoughts on God, the World and the Soul (1720)",1,node,person_christian_wolff_1s5n6o24,Christian Wolff
Philosophia rationalis sive logica (1728),1,node,person_christian_wolff_1s5n6o24,Christian Wolff
Leviathan (1651),1,node,person_thomas_hobbes_2t6o7p35,Thomas Hobbes
Of Liberty and Necessity (1654),1,node,person_thomas_hobbes_2t6o7p35,Thomas Hobbes
"The Questions Concerning Liberty, Necessity and Chance (1656)",1,node,person_thomas_hobbes_2t6o7p35,Thomas Hobbes
De Corpore (1655),1,node,person_thomas_hobbes_2t6o7p35,Thomas Hobbes
A Defence of True Liberty (1655),1,node,person_john_bramhall_3u7p8q46,John Bramhall
Castigations of Mr. Hobbes (1658),1,node,person_john_bramhall_3u7p8q46,John Bramhall
"An Essay Concerning Human Understanding (1689, rev. 1694, 1700)",1,node,person_john_locke_4v8q9r57,John Locke
Two Treatises of Government (1689),1,node,person_john_locke_4v8q9r57,John Locke
A Philosophical Inquiry Concerning Human Liberty (1717),1,node,person_anthony_collins_5w9r0s68,Anthony Collins
A Demonstration of the Being and Attributes of God (1704-05),1,node,person_samuel_clarke_6x0s1t79,Samuel Clarke
Remarks upon a Book entituled A Philosophical Enquiry (1717) - reply to Collins,1,node,person_samuel_clarke_6x0s1t79,Samuel Clarke
"A Treatise of Human Nature (1739-40), Book II Part III",1,node,person_david_hume_7y1t2u80,David Hume
"An Enquiry Concerning Human Understanding (1748), Section VIII 'Of Liberty and Necessity'",1,node,person_david_hume_7y1t2u80,David Hume
An Enquiry Concerning the Principles of Morals (1751),1,node,person_david_hume_7y1t2u80,David Hume
Essays on the Active Powers of Man (1788),1,node,person_thomas_reid_8z2u3v91,Thomas Reid
Essays on the Intellectual Powers of Man (1785),1,node,person_thomas_reid_8z2u3v91,Thomas Reid
Freedom of the Will (1754),1,node,person_jonathan_edwards_9a3v4w02,Jonathan Edwards
Original Sin (1758),1,node,person_jonathan_edwards_9a3v4w02,Jonathan Edwards
Religious Affections (1746),1,node,person_jonathan_edwards_9a3v4w02,Jonathan Edwards
"Critique of Pure Reason (1781, 1787) - Third Antinomy on Freedom",1,node,person_immanuel_kant_0b4w5x13,Immanuel Kant
Groundwork of the Metaphysics of Morals (1785),1,node,person_immanuel_kant_0b4w5x13,Immanuel Kant
Critique of Practical Reason (1788),1,node,person_immanuel_kant_0b4w5x13,Immanuel Kant
Religion within the Boundaries of Mere Reason (1793),1,node,person_immanuel_kant_0b4w5x13,Immanuel Kant
Augustine on predestination,1,node,concept_scientia_media_2d6y7z35,Middle Knowledge (Scientia Media)
Boethius on divine foreknowledge,1,node,concept_scientia_media_2d6y7z35,Middle Knowledge (Scientia Media)
"Molina, Concordia (1588), Disputation 47-53",1,node,concept_scientia_media_2d6y7z35,Middle Knowledge (Scientia Media)
"Aquinas, Summa Theologiae I q.105 a.5 (interpreted by Báñez)",1,node,concept_praemotio_physica_3e7z8a46,Physical Premotion (Praemotio Physica)
"Domingo Báñez, Scholastica commentaria in Iam q.23 a.5",1,node,concept_praemotio_physica_3e7z8a46,Physical Premotion (Praemotio Physica)
"Báñez, Commentaries on Summa (1584-94)",1,node,concept_praemotio_physica_3e7z8a46,Physical Premotion (Praemotio Physica)
Aristotelian unmoved mover,1,node,concept_agent_causation_0l4g5h13,Agent Causation
"Reid, Essays on Active Powers IV",1,node,concept_agent_causation_0l4g5h13,Agent Causation
"Scotus, Ordinatio (will as self-moving)",1,node,concept_agent_causation_0l4g5h13,Agent Causation
"Thomas Reid, Essays on the Active Powers of Man (1788)",1,node,concept_agent_causation_0l4g5h13,Agent Causation
"Erasmus of Rotterdam. De libero arbitrio. Basel: Froben, 1524.",1,node,controversy_luther_erasmus_1m5h6i24,Luther vs. Erasmus Debate on Free Will
"Luther, Martin. De servo arbitrio. Wittenberg: 1525.",1,node,controversy_luther_erasmus_1m5h6i24,Luther vs. Erasmus Debate on Free Will
"Molina, Luis de. Concordia liberi arbitrii cum gratiae donis. Lisbon: 1588.",1,node,controversy_de_auxiliis_2n6i7j35,De Auxiliis Controversy
"Congregatio de Auxiliis. Acta Congregationum de Auxiliis (1598–1607). Rome: Typis Vaticanis, 1912.",1,node,controversy_de_auxiliis_2n6i7j35,De Auxiliis Controversy
"Hobbes, Thomas. Of Liberty and Necessity. London: 1646.",1,node,controversy_hobbes_bramhall_3o7j8k46,Hobbes vs. Bramhall Debate on Liberty and Necessity
"Bramhall, John. A Defence of True Liberty from Antecedent and Extrinsical Necessity. London: 1655.",1,node,controversy_hobbes_bramhall_3o7j8k46,Hobbes vs. Bramhall Debate on Liberty and Necessity
"Hume, David. An Enquiry concerning Human Understanding. London: A. Millar, 1748.",1,node,controversy_hume_reid_4p8k9l57,Hume vs. Reid on Causation and Free Will
"Reid, Thomas. Essays on the Active Powers of Man. Edinburgh: Bell & Robinson, 1788.",1,node,controversy_hume_reid_4p8k9l57,Hume vs. Reid on Causation and Free Will
Synod of Dort. Canones Synodi Nationalis Dordrechanae. Dordrecht: 1619.,1,node,controversy_synod_of_dort_5q9l0m68,Synod of Dort
Acta Synodi Nationalis... Dordrechti habitae (1618–1619). Dordrecht: 1620.,1,node,controversy_synod_of_dort_5q9l0m68,Synod of Dort
"Martin Luther, De Servo Arbitrio §152",1,node,argument_lutheran_bondage_argument_6r0m1n79,Luther's Bondage of Will Argument
"Luther, De Servo Arbitrio (1525)",1,node,argument_lutheran_bondage_argument_6r0m1n79,Luther's Bondage of Will Argument
"Erasmus, Hyperaspistes I.6",1,node,argument_erasmian_free_will_7s1n2o80,Erasmus's Defense of Free Will
"Erasmus, De Libero Arbitrio (1524)",1,node,argument_erasmian_free_will_7s1n2o80,Erasmus's Defense of Free Will
"Molina, Concordia Disputation 47-53 (1588)",1,node,argument_molinist_middle_knowledge_8t2o3p91,Molinist Middle Knowledge Argument
"Leibniz, Discourse on Metaphysics §13, 30",1,node,argument_leibnizian_compatibilism_0v4q5r13,Leibniz's Compatibilist Argument
"Leibniz, New Essays II.xxi",1,node,argument_leibnizian_compatibilism_0v4q5r13,Leibniz's Compatibilist Argument
"Leibniz, Theodicy (1710) §§1-50, 230-240, 282-310",1,node,argument_leibnizian_compatibilism_0v4q5r13,Leibniz's Compatibilist Argument
"Hobbes, Leviathan ch. 21 (1651)",1,node,argument_hobbesian_compatibilism_1w5r6s24,Hobbes's Compatibilist Argument
"Hobbes, Of Liberty and Necessity (1654)",1,node,argument_hobbesian_compatibilism_1w5r6s24,Hobbes's Compatibilist Argument
"Hobbes, Questions Concerning Liberty (1656)",1,node,argument_hobbesian_compatibilism_1w5r6s24,Hobbes's Compatibilist Argument
"Locke, Essay Concerning Human Understanding II.xxi (1689, extensively revised 1694, 1700)",1,node,argument_lockean_analysis_2x6s7t35,Locke's Analysis of Freedom
"Hume, Treatise II.iii.1-2 (1739)",1,node,argument_humean_compatibilism_3y7t8u46,Hume's Compatibilist Argument
"Hume, Enquiry VIII (1748)",1,node,argument_humean_compatibilism_3y7t8u46,Hume's Compatibilist Argument
"Reid, Essays on the Active Powers of Man (1788), especially IV",1,node,argument_reidian_agent_causation_4z8u9v57,Reid's Agent Causation Argument
"Edwards, Freedom of the Will (1754)",1,node,argument_edwardsian_compatibilism_5a9v0w68,Edwards's Compatibilist Defense of Reformed Theology
"Kant, Prolegomena §§53-57",1,node,argument_kantian_third_antinomy_6b0w1x79,Kant's Third Antinomy on Freedom
Die Welt als Wille und Vorstellung (1818),1,node,person_schopenhauer_arthur_1a2b3c4d,Arthur Schopenhauer
Über die Freiheit des menschlichen Willens (1839),1,node,person_schopenhauer_arthur_1a2b3c4d,Arthur Schopenhauer
"A System of Logic, Book VI ch. 2",1,node,person_mill_john_stuart_2b3c4d5e,John Stuart Mill
On Liberty (1859),1,node,person_mill_john_stuart_2b3c4d5e,John Stuart Mill
Jenseits von Gut und Böse (Beyond Good and Evil),1,node,person_nietzsche_friedrich_3c4d5e6f,Friedrich Nietzsche
Zur Genealogie der Moral (On the Genealogy of Morality),1,node,person_nietzsche_friedrich_3c4d5e6f,Friedrich Nietzsche
The Will to Believe and Other Essays (1897),1,node,person_james_william_4d5e6f7g,William James
The Dilemma of Determinism (1884),1,node,person_james_william_4d5e6f7g,William James
Essai sur les données immédiates de la conscience (1889),1,node,person_bergson_henri_5e6f7g8h,Henri Bergson
Matière et mémoire (1896),1,node,person_bergson_henri_5e6f7g8h,Henri Bergson
"Fragen der Ethik (Problems of Ethics, 1930)",1,node,person_schlick_moritz_6f7g8h9i,Moritz Schlick
“When Is a Man Responsible?” Proceedings of the Aristotelian Society 30 (1929-1930),1,node,person_schlick_moritz_6f7g8h9i,Moritz Schlick
"Language, Truth and Logic (1936)",1,node,person_ayer_alfred_jules_7g8h9i0j,A.J. Ayer
“Freedom and Necessity” (1946),1,node,person_ayer_alfred_jules_7g8h9i0j,A.J. Ayer
"L’Être et le néant (Being and Nothingness, 1943)",1,node,person_sartre_jean_paul_8h9i0j1k,Jean-Paul Sartre
L’existentialisme est un humanisme (1946),1,node,person_sartre_jean_paul_8h9i0j1k,Jean-Paul Sartre
Le Mythe de Sisyphe (1942),1,node,person_camus_albert_9i0j1k2l,Albert Camus
L’Homme révolté (1951),1,node,person_camus_albert_9i0j1k2l,Albert Camus
"“Determinism, Indeterminism, and Libertarianism” (Mind 43, 1934)",1,node,person_broad_charlie_dunbar_0j1k2l3m,C.D. Broad
The Mind and Its Place in Nature (1925),1,node,person_broad_charlie_dunbar_0j1k2l3m,C.D. Broad
“A Plea for Excuses” (Proceedings of the Aristotelian Society 1956-57),1,node,person_austin_john_langshaw_1k2l3m4n,J.L. Austin
Philosophical Papers (1961),1,node,person_austin_john_langshaw_1k2l3m4n,J.L. Austin
Individuals: An Essay in Descriptive Metaphysics (1959),1,node,person_strawson_peter_frederick_2l3m4n5o,P.F. Strawson
"“Freedom and Resentment” (Proceedings of the British Academy 48, 1962)",1,node,person_strawson_peter_frederick_2l3m4n5o,P.F. Strawson
"“Actions, Reasons, and Causes” (Journal of Philosophy 60, 1963)",1,node,person_davidson_donald_3m4n5o6p,Donald Davidson
Essays on Actions and Events (1980),1,node,person_davidson_donald_3m4n5o6p,Donald Davidson
"“Alternate Possibilities and Moral Responsibility” (Journal of Philosophy 66, 1969)",1,node,person_frankfurt_harry_4n5o6p7q,Harry Frankfurt
"“Freedom of the Will and the Concept of a Person” (Journal of Philosophy 68, 1971)",1,node,person_frankfurt_harry_4n5o6p7q,Harry Frankfurt
"“Human Freedom and the Self” (University of Kansas, 1964)",1,node,person_chisholm_roderick_5o6p7q8r,Roderick Chisholm
Theory of Knowledge (1966),1,node,person_chisholm_roderick_5o6p7q8r,Roderick Chisholm
Action and Purpose (1966),1,node,person_taylor_richard_6p7q8r9s,Richard Taylor
Metaphysics (1963),1,node,person_taylor_richard_6p7q8r9s,Richard Taylor
Free Will and Values (1985),1,node,person_kane_robert_7q8r9s0t,Robert Kane
